Código ,Designación de la mercancía,Grav.,Selectivo Ad Valorem,Selectivo Específico,ITBIS*
1209.99.20, - - - De tabaco,0,,,0
, - - - Semilla de árboles o arbustos frutales:,,,,
1209.99.31, - - - - De mango,0,,,0
1209.99.32, - - - - De mamey,0,,,0
1209.99.39, - - - - Las demás,0,,,0
, - - - Semillas de plantas frutales (excepto de árboles y arbustos):,,,,
1209.99.42, - - - - De Sandía,0,,,0
1209.99.43, - - - - De Papaya (lechosa),0,,,0
1209.99.49, - - - - Las demás,0,,,0
1209.99.90, - - - Las demas,0,,,0
12.10,"Conos de lúpulo fresco o secos, incluso triturados, molidos o en «pellets»; lupulino.",,,,
1210.10.00, - Conos de lúpulo sin triturar ni moler ni en «pellets»,0,,,18
1210.20.00," - Conos de lúpulo triturado, molidos o en «pellets»; lupulino",0,,,18
12.11,"Plantas, partes de plantas, semillas y frutos de las especies utilizadas principalmente en perfumería, medicina o para usos insecticidad, parasiticidas o similares, frescos, refrigerados, congelados o secos, incluso cortados, quebrantados o pulverizados.",,,,
1211.20.00, - Raíces de ginseng,0,,,18
1211.30.00, - Hojas de coca,20,,,18
1211.40.00, - Paja de adormidera,0,,,18
1211.50.00, - Efedra,0,,,18
1211.60.00, - Corteza de cerezo africano (Prunus africana),0,,,18
1211.90, - Los demás:,,,,
1211.90.10, - - Piretro (pelitre),0,,,18
1211.90.20, - - Oregano («Origanum vulgare»),0,,,18
1211.90.30," - - Sábila («Aloe Vera», «Aloe Barbadensis Miller»)",0,,,18
1211.90.40, - - Cundiamor,0,,,18
1211.90.50, - - Pachulí,0,,,18
1211.90.60, - - Hojas de moringa,0,,,18
1211.90.90, - - Los demás,0,,,18
12.12,"Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas o secas, incluso pulverizadas; huesos (carozos)* y almendras de frutos y demás productos vegetales (incluidas las raíces de achicoria sin tostar de la variedad Cichorium intybus sativum) empleados principalmente en la alimentación humana, no expresados ni comprendidos en otra parte.",,,,
, - Algas:,,,,
1212.21.00, - - Aptas para la alimentación humana,0,,,18
1212.29.00, - - Las demás,0,,,18
, - Los demás:,,,,
1212.91.00, - - Remolacha azucarera,8,,,18
1212.92.00, - - Algarrobas,0,,,18
1212.93, - - Caña de azúcar:,,,,
1212.93.11, - - - Orgánica,8,,,18
1212.93.19, - - - Las demás,8,,,18
1212.94.00, - - Raíces de achicoria,0,,,18
1212.99.00, - - Los demás,0,,,18
1213.00.00,"Paja y cascabillo de cereales, en bruto, incluso picados, molidos, prensados o en «pellets».",0,,,0
12.14,"Nabos forrajeros, remolachas forrajeras, raíces forrajeras, heno, alfalfa, trébol, esparceta, coles forrajeras, altramuces, vezas y productos forrajeros similares, inclusos en «pellets».",,,,
1214.10.00, - Harina y «pellets» de alfalfa,0,,,0
1214.90.00, - Los demás,0,,,0
13.01,"Goma laca; gomas, resinas, gomorresinas y oleorresinas (por ejemplo, bálsamos), naturales.",,,,
1301.20.00, - Goma arábiga,8,,,18
1301.90, - Los demás:,,,,
1301.90.10, - - Bálsamo del Perú,0,,,18
1301.90.20, - - Bálsamo de Tolú,0,,,18
1301.90.30, - - Goma tragacanto,14,,,18
1301.90.40, - - Incienso,0,,,18
1301.90.50, - - Resina de guayacán,8,,,18
1301.90.90, - - Los demás,0,,,18
13.02,"Jugos y extractos vegetales; materias pécticas, pectinatos y pectatos; agar-agar y demás mucílagos y espesativos derivados de los vegetales, incluso modificados.",,,,
, - Jugos y extractos vegetales:,,,,
1302.11.00, - - Opio,8,,,18
1302.12.00, - - De regaliz,0,,,18
1302.13.00, - - De lúpulo,0,,,18
1302.14.00, - - De efedra,0,,,18
1302.19, - - Los demás:,,,,
1302.19.10," - - - De sábila («Aloe Vera», «Aloe Barbadensis Miller»)",8,,,18
1302.19.20, - - - De vainilla,0,,,18
1302.19.90, - - - Los demás,0,,,18
1302.20," - Materias pécticas, pectinatos y pectatos: ",,,,
1302.20.10, - - Pectina,0,,,18
1302.20.90, - - Los demás,0,,,18
," - Mucílagos y espesativos derivados de los vegetales, incluso modificados:",,,,
1302.31.00, - - Agar - agar,0,,,18
1302.32.00," - - Mucílagos y espesativos de la algarroba o de sus semillas o de las semillas de guar, incluso modificados",0,,,18
1302.39.00, - - Los demás,0,,,18
14.01,"Materias vegetales de las especies utilizadas principalmente en cestería o espartería (por ejemplo: bambú, ratán (roten), caña, junco, mimbre, rafia, paja de cereales limpiada, blanqueada o teñida, corteza de tilo).",,,,
1401.10.00, - Bambú,0,,,18
1401.20.00, - Ratán (roten),0,,,18
1401.90, - Las demás: ,,,,
1401.90.10, - - Mimbre,0,,,18
1401.90.20, - - Junco,0,,,18
1401.90.30, - - Caña,0,,,18
1401.90.90, - - Los demás,0,,,18
[14.02],,,,,
[14.03],,,,,
14.04,Productos vegetales no expresados ni comprendidos en otra parte.,,,,
1404.20.00, - Línteres de algodón,0,,,18
1404.90, - Los demás,,,,
1404.90.10," - - Esponja vegetal (paste,«lufa»)",0,,,18
1404.90.90, - - Los demás,0,,,18
15.01,"Grasa de cerdo (incluida la manteca de cerdo) y grasa de ave, excepto las de las partidas 02.09 o 15.03.",,,,
1501.10.00, - Manteca de cerdo,40,,,18
1501.20.00, - Las demás grasas de cerdo,40,,,18
1501.90.00, - Las demás,0,,,18
15.02,"Grasa de animales de las especies bovina, ovina o caprina, excepto las de la partida 15.03.",,,,
1502.10, - Sebo:,,,,
1502.10.10, - - En rama,0,,,18
1502.10.90, - - Los demás,0,,,18
1502.90, - Las demás:,,,,
1502.90.10, - - Desnaturalizada,0,,,18
1502.90.90, - - Las demás,8,,,18
1503.00.00,"Estearinas solar, aceite de manteca de cerdo, oleoestearina, oleomargarina y aceite de sebo, sin emulsionar, mezclar ni preparar de otro modo.",8,,,18
15.04,"Grasas y aceites, y sus fracciones, de pescado o de mamíferos marinos, incluso refinados, pero sin modificar químicamente.",,,,
1504.10, - Aceites de hígado de pescado y sus fracciones:,,,,
, - - De hígado de bacalao:,,,,
1504.10.11, - - - En bruto,0,,,18
1504.10.19, - - - Los demás,0,,,18
, - - De los demás pescados:,,,,
1504.10.21, - - - En bruto,0,,,18
1504.10.29, - - - Los demás,0,,,18
1504.20," - Grasas y aceites de pescado y sus fracciones, excepto los aceites de hígado:",,,,
1504.20.10, - - En bruto,0,,,18
1504.20.90, - - Los demás,0,,,18
1504.30, - Grasas y aceites de mamíferos marinos y sus fracciones:,,,,
1504.30.10, - - En bruto,0,,,18
1504.30.90, - - Los demás,0,,,18
1505.00.00,"Grasa de lana y sustancias grasas derivadas, incluida la lanolina.",0,,,18
1506.00,"Las demás grasas y aceites animales, y sus fracciones, incluso refinados, pero sin modificar químicamente.",,,,
, - En bruto:,,,,
1506.00.11, - - De tortuga,0,,,18
1506.00.19, - - Los demás,0,,,18
, - Los demás:,,,,
1506.00.91, - - De tortuga,0,,,18
1506.00.99, - - Los demás,0,,,18
15.07,"Aceite de soja (soya) y sus fracciones, incluso refinado, pero sin modificar químicamente.",,,,
1507.10.00," - Aceite en bruto, incluso desgomado",0,,,16
1507.90.00, - Los demás,20,,,16
15.08,"Aceite de mani (cacahuete, cacahuate) y sus fracciones, incluso refinado, pero sin modificar químicamente.",,,,
1508.10.00, - Aceite en bruto,0,,,16
1508.90.00, - Los demás,20,,,16
15.09,"Aceite de oliva y sus fracciones, incluso refinado, pero sin modificar químicamente.",,,,
1509.20.00, - Aceite de oliva virgen extra,20,,,18
1509.30.00, - Aceite de oliva virgen,20,,,18
1509.40.00, - Los demás aceites de oliva vírgenes,20,,,18
1509.90.00, - Los demás,20,,,18
15.10,"Los demás aceites y sus fracciones obtenidos exclusivamente de aceituna, incluso refinados, pero sin modificar químicamente, y mezclas de estos aceites o fracciones con los aceites o fracciones de la partida 15.09.",20,,,18
1510.10.00, - Aceite de orujo de oliva en bruto,20,,,18
1510.90.00, - Los demás,20,,,18
15.11,"Aceite de palma y sus fracciones, incluso refinado, pero sin modificar químicamente.",,,,
1511.10.00, - Aceite en bruto,0,,,16
1511.90.00, - Los demás,20,,,16
15.12,"Aceites de girasol, cártamo o algodón, y sus fracciones, incluso refinados, pero sin modificar químicamente.",,,,
," - Aceites de girasol o de cártamo, y sus fracciones:",,,,
1512.11.00, - - Aceite en bruto,0,,,16
1512.19.00, - - Los demás,20,,,16
, - Aceite de algodón y sus fracciones:,,,,
1512.21.00," - - Aceite en bruto, incluso sin gosipol",0,,,16
1512.29.00, - - Los demás,20,,,16
15.13,"Aceites de coco (de copra), de almendra de palma (palmiste)* o de babasú, y sus fracciones, incluso refinados, pero sin modificar químicamente.",,,,
, - Aceite de coco (de copra) y sus fracciones:,,,,
1513.11.00, - - Aceite en bruto,0,,,16
1513.19, - - Los demás:,,,,
1513.19.11, - - - Orgánico,20,,,16
1513.19.19, - - - Los demás,20,,,16
," - Aceites de almendra de palma (palmiste)* o de babasú, y sus fracciones:",,,,
1513.21, - - Aceite en bruto:,,,,
1513.21.10, - - - De almendra de palma (palmiste)*,0,,,18
1513.21.20, - - - De babasú,0,,,18
1513.29, - - Los demás:,,,,
1513.29.10, - - - De almendra de palma (palmiste)*,14,,,18
1513.29.20, - - - De babasú,14,,,18
15.14,"Aceites de nabo (de nabina), colza o mostaza, y sus fracciones, incluso refinados, pero sin modificar químicamente.",,,,
, - Aceite de nabo (de nabina) o de colza de bajo contenido en ácido erúcico y sus fracciones:,,,,
1514.11.00, - - Aceites en bruto,0,,,18
1514.19, - - Los demás:,,,,
1514.19.11," - - - De nabo (nabina), colza («canola»), refinado",20,,,18
1514.19.19, - - - Los demás,20,,,18
, - Los demás:,,,,
1514.91.00, - - Aceites en bruto,0,,,18
1514.99.00, - - Los demás,20,,,18
15.15,"Las demás grasas y aceites, vegetales (incluido el aceite de jojoba) o de origen microbiano, fijos, y sus fracciones, incluso refinados, pero sin modificar químicamente.",,,,
, - Aceite de lino (de linaza) y sus fracciones:,,,,
1515.11.00, - - Aceite en bruto,0,,,18
1515.19.00, - - Los demás,0,,,18
, - Aceites de maíz y sus fracciones:,,,,
1515.21.00, - - Aceite en bruto,0,,,16
1515.29.00, - -  Los demás,20,,,16
1515.30.00, - Aceite de ricino y sus fracciones,0,,,18
1515.50.00, - Aceite de sésamo (ajonjolí) y sus fracciones,0,,,18
1515.60.00," - Grasas y aceites, de origen microbiano, y sus fracciones",0,,,18
1515.90, - Los demás:,,,,
1515.90.10, - - De aguacate,3,,,18
1515.90.90, - - Los demás,0,,,18
15.16,"Grasas y aceites, animales, vegetales o de origen microbiano, y sus fracciones, parcial o totalmente hidrogenados, interesterificados, reesterificados o elaidinizados, incluso refinados, pero sin preparar de otro modo.",,,,
1516.10.00," - Grasas y aceites, animales, y sus fracciones",8,,,18
1516.20.00," - Grasas y aceites, vegetales, y sus fracciones",8,,,18
1516.30.00," - Grasas y aceites, de origen microbiano, y sus fracciones",8,,,18
15.17,"Margarina; mezclas o preparaciones alimenticias de grasas o aceites, animales, vegetales o de origen microbiano, o de fracciones de diferentes grasas o aceites, de este Capítulo, excepto las grasas y aceites, alimenticios o sus fracciones, de la partida 15.16.",,,,
1517.10.00," - Margarina, excepto la margarina líquida",20,,,16
1517.90.00, - Las demás,20,,,18
1518.00,"Grasas y aceites, animales, vegetales o de origen microbiano, y sus fracciones, cocidos, oxidados, deshidratados, sulfurados, soplados, polimerizados por calor en vacío o atmósfera inerte («estandolizados»), o modificados químicamente de otra forma, excepto los de la partida 15.16; mezclas o preparaciones no alimenticias de grasas o de aceites, animales, vegetales o de origen microbiano, o de fracciones de diferentes grasas o aceites, de este Capítulo, no expresadas ni comprendidas en otra parte.",,,,
1518.00.10, - Grasa amarilla,0,,,0
1518.00.90, - Los demás,0,,,18
[15.19],,,,,
1520.00.00,Glicerol en bruto; agua y lejías glicerosas.,0,,,18
15.21,"Ceras vegetales (excepto los triglicéridos), cera de abejas o de otros insectos y esperma de ballena o de otros cetáceos, (espermaceti), incluso refinadas o coloreadas.",,,,
1521.10, - Cera vegetales:,,,,
1521.10.10, - - Cera de carnauba,0,,,18
1521.10.20, - - Cera de candelilla,0,,,18
1521.10.90, - - Las demás,0,,,18
1521.90, - Las demás:,,,,
1521.90.10, - - Cera de abejas o de otros insectos,0,,,18
1521.90.20, - - Esperma de ballena o de otros mamíferos del orden Cetacea (espermaceti),0,,,18
1522.00,"Degrás; residuos procedentes del tratamiento de grasas o ceras, animales o vegetales.",,,,
1522.00.10, - Degrás,0,,,18
1522.00.90, - Los demás,0,,,18
1601.00,"Embutidos y productos similares de carne, despojos, sangre o de insectos; preparaciones alimenticias a base de estos productos.",,,,
1601.00.10, - De hígado,40,,,18
, - Salchichas y salchichones:,,,,
, - - De ave de la partida 01.05:,,,,
1601.00.22, - - - Salami (Salchichones),40,,,0
1601.00.23, - - - Salchichas,40,,,0
, - - Los demás:,,,,
1601.00.24, - - - Salami (Salchichones),40,,,0
1601.00.25, - - - Salchichas,40,,,0
1601.00.30," - Chorizos, longaniza y mortadelas",20,,,0
1601.00.40, - Morcillas y butifarras,20,,,0
1601.00.90, - Los demás,40,,,18
16.02,"Las demás preparacines y conservas de carne, despojos, sangre o de insectos.",,,,
1602.10, - Preparaciones homogeneizadas:,,,,
1602.10.10, - - De ave de la partida 01.05,20,,,18
1602.10.90, - - Los demás,20,,,18
1602.20.00, - De hígado de cualquier animal,20,,,18
, - De aves de la partida 01.05:,,,,
1602.31.00, - - De pavo (gallipavo),20,,,18
1602.32.00, - - De ave de la especie Gallus domesticus,20,,,18
1602.39.00, - - Las demás,20,,,18
, - De la especie porcina:,,,,
1602.41.00, - - Jamones y trozos de jamón,40,,,18
1602.42.00, - -  Paleta y trozos de paleta,40,,,18
1602.49.00," - - Las demás, incluidas las mezclas",40,,,18
1602.50.00, - De la especie bovina,20,,,18
1602.90.00," - Las demás, incluidas las preparaciones de sangre de cualquier animal",20,,,18
1603.00.00,"Extractos y jugo de carne,  pescado o de crustáceos, moluscos o demás invertebados acuáticos.",20,,,18
16.04,Preparaciones y conservas de pescado; caviar y sus sucedáneos preparados con huevas de pescado.,,,,
," - Pescado entero o en trozos, excepto el pescado picado:",,,,
1604.11.00, - - Salmones,20,,,18
1604.12.00, - - Arenques,20,,,18
1604.13.00," - - Sardinas, sardinelas y espadines",0,,,18
1604.14.00," - - Atunes, listados y bonitos (Sarda spp.)",20,,,18
1604.15.00, - - Caballas,20,,,18
1604.16.00, - - Anchoas,20,,,18
1604.17.00, - - Anguilas,20,,,18
1604.18.00, - - Aletas de tiburón,20,,,18
1604.19.00, - - Los demás,20,,,18
1604.20.00, - Las demás preparaciones y conservas de pescado,20,,,18
, - Caviar y sus sucedáneos:,,,,
1604.31.00, - - Caviar,20,20,,18
1604.32.00, - - Sucedáneos del caviar,20,20,,18
16.05,"Crustáceos, moluscos y demás invertebrados acuáticos, preparados o conservados.",,,,
1605.10.00, - Cangrejos (excepto macruros),20,,,18
," - Camarones, langostinos, y demás decápodos Natantia:",,,,
1605.21.00, - - Presentados en envases no herméticos,20,,,18
1605.29.00, - - Los demás,20,,,18
1605.30.00, - Bogavantes,20,,,18
1605.40.00, - Los demás crustáceos,20,,,18
, - Moluscos:,,,,
1605.51.00, - - Ostras,20,,,18
1605.52.00," - - Vieiras, volandeiras y demás moluscos",20,,,18
1605.53.00, - - Mejillones,20,,,18
1605.54.00," - - Jibias (sepias), globitos, calamares y potas",20,,,18
1605.55.00, - - Pulpos,20,,,18
1605.56.00," - - Almejas, berberechos y arcas",20,,,18
1605.57.00, - - Abulones u orejas de mar,20,,,18
1605.58.00," - - Caracoles, excepto los de mar",20,,,18
1605.59.00, - - Los demás,20,,,18
, - Los demás invertebrados acuáticos:,,,,
1605.61.00, - - Pepinos de mar,20,,,18
1605.62.00, - - Erizos de mar,20,,,18
1605.63.00, - - Medusas,20,,,18
1605.69.00, - - Los demás,20,,,18
17.01,"Azúcar de caña o de remolacha y sacarosa químicamente pura, en estado sólido.",,,,
, - Azúcar en bruto sin adición de aromatizante ni colorante:,,,,
1701.12.00, - - De remolacha,20,,,16
1701.13.00, - - Azúcar de caña mencionada en la Nota 2 de subpartida de este capítulo,14,,,16
1701.14, - - Los demás azúcares de caña:,,,,16
1701.14.11, - - - Orgánica,14,,,16
1701.14.19, - - - Las demás,14,,,18
, - Los demás:,,,,16
1701.91.00, - - Con adición de aromatizante o colorante,20,,,18
1701.99.00, - - Los demás,20,,,16
17.02,"Los demás azúcares, incluidas la lactosa, maltosa, glucosa y fructosa (levulosa) químicamente puras, en estado sólido; jarabe de azúcar sin adición de aromatizante ni colorante; sucedáneos de la miel, incluso mezclados con miel natural; azúcar y melaza caramelizados. ",,,,
, - Lactosa y jarabe de lactosa:,,,,
1702.11.00," - - Con un contenido de lactosa superior o igual al 99 % en peso, expresado en lactosa  anhidra, calculado sobre  producto seco.",0,,,18
1702.19, - - Los demás:,,,,
1702.19.10, - - - Lactosa,0,,,18
1702.19.20, - - - Jarabe de lactosa,0,,,18
1702.20, - Azúcar y jarabe de arce («maple»):,,,,
1702.20.10, - - Azúcar de arce («maple») ,0,,,18
1702.20.20, - - Jarabe de arce («maple») ,0,,,18
1702.30," - Glucosa y jarabe de glucosa, sin fructosa o con un contenido de fructosa sobre  producto seco, inferior al     20 % en peso:",,,,
1702.30.10, - - Dextrosa (glucosa químicamente pura) ,14,,,18
, - - Jarabe de glucosa:,,,,
1702.30.21, - - - En envases de contenido neto superior a 3 kg,14,,,18
1702.30.29, - - - Los demás,20,,,18
1702.30.90, - - Las demás,20,,,18
1702.40," - Glucosa y jarabe de glucosa, con un contenido de fructosa, calculado  sobre producto seco, superior o igual al 20 % pero inferior al 50 %, en peso, excepto el azúcar invertido:",,,,
1702.40.10, - - Glucosa,14,,,18
1702.40.20, - - Jarabe de glucosa  ,14,,,18
1702.50.00     , - Fructosa químicamente pura,14,,,18
1702.60," - Las demás fructosas y jarabe de fructosa, con un  contenido de fructosa, calculado sobre producto seco,  superior al 50 % en peso, excepto el azúcar invertido:",,,,
1702.60.10, - - Las demás fructosas  ,14,,,18
, - - Jarabe de fructosa:,,,,
1702.60.21, - - - En envases de contenido neto superior a 3 kg,20,,,18
1702.60.29, - - - Los demás,20,,,18
1702.90," - Los demás, incluido el azúcar invertido y los demás azúcares  y jarabe de azúcar con un contenido de fructuosa, sobre producto seco, de 50 % en peso:",,,,
1702.90.10, - - Maltosa químicamente pura,14,,,18
1702.90.20," - - Sucedáneos de la miel, incluso mezclados con miel natural",20,,,18
1702.90.30, - - Azúcares y melazas caramelizados,14,,,18
1702.90.40," - - Azúcares con adición de aromatizante o colorante, incluido el azúcar vainillado",14,,,18
1702.90.50, - - Los demás jarabes,14,,,18
, - - Los demás:,,,,
1702.90.91, - - - En envases de contenido neto superior a 3 kg,14,,,18
1702.90.99, - - - Los demás,20,,,18
17.03,Melaza procedente de la extracción o del refinado del azúcar.,,,,
1703.10.00, - Melaza de caña,8,,,18
1703.90.00, - Las demás,8,,,18
17.04 ,Artículos de confitería sin cacao (incluido el chocolate blanco).,,,,
1704.10.00," - Chicles y demás gomas de mascar, incluso recubiertos de azucar",20,,,18
1704.90, - Los demás:,,,,
1704.90.10," - - Caramelos, confites y pastillas",20,,,18
1704.90.20, - - Chocolate blanco y artículos de confitería a base de chocolate blanco,20,,,18
1704.90.90, - - Los demás,20,,,18
1801.00,"Cacao en grano, entero o partido, crudo o tostado.",,,,
, - Crudo:,,,,
1801.00.11, - - Orgánico,14,,,0
1801.00.19, - - Los demás,14,,,0
, - Tostado:,,,,
1801.00.21, - - Orgánico,14,,,0
1801.00.29, - - Los demás,14,,,0
1802.00,"Cáscara, películas y demás residuos de cacao.",,,,
1802.00.10, - Tortas,8,,,0
1802.00.90, - Los demás,8,,,0
18.03,"Pasta de cacao, incluso desgrasada.",,,,
1803.10.00, - Sin desgrasar,14,,,18
1803.20.00, - Desgrasada total o parcialmente,14,,,18
1804.00.00,"Manteca, grasa y aceite de cacao.",14,,,18
1805.00.00,Cacao en polvo sin adición de azúcar ni otro edulcorante.,20,,,16
18.06,Chocolate y demás preparaciones alimenticias que contengan cacao.,,,,
1806.10.00, - Cacao en polvo con adición de azúcar u otro edulcorante,20,,,16
