Código ,Designación de la mercancía,Grav.,Selectivo Ad Valorem,Selectivo Específico,ITBIS*
8481.10.00, - Válvulas reductoras de presión,0,,,18
8481.20.00, - Válvulas para transmisiones oleohidráulicas o neumáticas,0,,,18
8481.30, - Válvulas de retención:,,,,
8481.30.10, - - Para llantas neumáticas o sus cámaras de aire ,0,,,18
8481.30.90, - - Las demás,0,,,18
8481.40.00, - Válvulas de alivio o seguridad,0,,,18
8481.80, - Los demás artículos de grifería y órganos similares:,,,,
8481.80.10, - - Canillas o grifos para uso doméstico,20,,,18
8481.80.20, - - Válvulas con dispositivo de presión para recipientes pulverizadores,8,,,18
8481.80.30, - - Válvulas esféricas,0,,,18
8481.80.90, - - Los demás,0,,,18
8481.90.00, - Partes,0,,,18
84.82,"Rodamientos de bolas, de rodillos o de agujas.",,,,
8482.10.00, - Rodamientos de bolas,0,,,18
8482.20.00," - Rodamientos de rodillos cónicos, incluidos los ensamblajes de conos y rodillos cónicos",0,,,18
8482.30.00, - Rodamientos de rodillos en forma de tonel,0,,,18
8482.40.00," - Rodamientos de agujas, incluidos los ensamblajes de jaulas y rodillos de agujas  ",0,,,18
8482.50.00," - Los demás rodamiento de rodillos cilíndricos, incluidos los ensamblajes de jaulas y rodillos",0,,,18
8482.80.00," - Los demás, incluidos los rodamientos combinados",3,,,18
, - Partes:,,,,
8482.91.00," - - Bolas, rodillos y agujas",0,,,18
8482.99.00, - - Las demás,0,,,18
84.83,"Árboles de transmisión (incluidos los de levas y los cigueñales) y manivelas; cajas de cojinetes y cojinetes; engranajes y ruedas de fricción; husillos fileteados de bolas o rodillos; reductores, multiplicadores y variadores de velocidad, incluidos los convertidores de par; volantes y poleas, incluidos los motones; embragues y órganos de acoplamiento, incluidas las juntas de articulación .",,,,
8483.10.00, - Árboles de transmisión (incluidos los de levas y los cigueñales) y manivelas,0,,,18
8483.20.00, - Cajas de cojinetes con rodamientos incorporados ,0,,,18
8483.30, - Caja de cojinete sin rodamiento incorporados; cojinetes:,,,,
8483.30.10, - - Cajas de cojinetes sin rodamiento incorporados,0,,,18
8483.30.20, - - Cojinetes,0,,,18
8483.40," - Engranaje y rueda de fricción, excepto las ruedas dentadas y demás organos elementales de transmisión presentados aisladamente; husillos fileteados de bolas o rodillos; reductores, multiplicadores y variadores de velocidad, incluidos los convertidores de par",,,,
8483.40.10, - - Engranajes,0,,,18
8483.40.20," - - Reductores, multiplicadores y variadores de velocidad ",0,,,18
8483.40.90, - - Los demás,0,,,18
8483.50.00," - Volantes y poleas, incluidos los motones",0,,,18
8483.60," - Embragues y órganos de acoplamiento, incluidas las juntas de articulación:",,,,
8483.60.10, - - Embragues,0,,,18
8483.60.90, - - Los demás,0,,,18
8483.90.00, - Ruedas dentadas y demás órganos elementales de transmisión presentados aisladamente; partes,0,,,18
84.84," Juntas metaloplásticas; surtidos de juntas o empaquetaduras de distinta composición presentados en bolsitas, sobres o envases análogos; juntas mecánicas de estanqueidad.",,,,
8484.10.00, - Juntas metaloplásticas,0,,,18
8484.20.00, - Juntas mecánicas de estanqueidad,0,,,18
8484.90.00, - Los demás,0,,,18
84.85,Máquinas para fabricación aditiva,,,,
8485.10.00, - Por depósito de metal,0,,,18
8485.20.00, - Por depósito de plástico o caucho,0,,,18
8485.30.00," - Por depósito de yeso, cemento, cerámica o vidrio",0,,,18
8485.80.00, - Las demás,0,,,18
8485.90.00, - Partes,0,,,18
84.86,"Máquinas y aparatos utilizados, exclusiva o principalmente, para la fabricación de semiconductores en forma de monocristales periformes u obleas («wafers»), dispositivos semiconductores, circuitos electrónicos integrados o dispositivos de visualización («display») de pantalla plana; máquinas y aparatos descrito en la Nota 11 C) de este Capítulo; partes y accesorios.",,,,
8486.10.00, - Máquinas y aparatos para la fabricación de semiconductores en forma de monocristales periformes u obleas («wafers») ,0,,,18
8486.20.00," - Máquinas y aparatos para la fabricación de dispositivos semiconductores, circuitos electrónicos integrados ",0,,,18
8486.30.00, - Máquinas y aparatos para la fabricación de dispositivos de visualización («display») de pantalla plana ,0,,,18
8486.40.00, - Máquinas y aparatos descrito en la Nota 11 C) de este Capítulo,0,,,18
8486.90.00, - Partes y accesorios,0,,,18
84.87,"Partes de máquinas o aparatos, no expresadas ni comprendidas en otra parte de este Capítulo, sin conexiones eléctricas, partes aisladas eléctricamente, bobinados, contactos ni otras características eléctricas.",,,,
8487.10.00, - Hélices para barcos y sus paletas,0,,,18
8487.90, - Las demás:,,,,
8487.90.10, - - Engrasadores no automáticos,0,,,18
8487.90.20, - - Aros de obturación (retenes o retenedores),0,,,18
8487.90.90, - - Los demás,0,,,18
85.01,"Motores y generadores, eléctricos, excepto los grupos electrógenos.",,,,
8501.10," - Motores de potencia inferior o igual a 37,5 W:",,,,
8501.10.10, - - Motores para juguetes,0,,,18
8501.10.20, - - Motores universales,0,,,18
, - - Los demás:,,,,
8501.10.91, - - - De corriente continua,0,,,18
8501.10.92, - - - De corriente alterna,0,,,18
8501.20.00," - Motores universales de potencia superior a 37,5 W",0,,,18
," - Los demás  motores  de  corriente  continua; generadores de corriente continua, excepto los generadores fotovoltaicos: ",,,,
8501.31, - - De potencia inferior o igual a 750 W:,,,,
8501.31.10, - - - Motores de corriente continua,0,,,18
8501.31.20, - - - Generadores de corriente continua,0,,,18
8501.32, - - De potencia superior a 750 W pero inferior o igual a 75 kW:,,,,
8501.32.10, - - - Motores de corriente continua,0,,,18
8501.32.20, - - - Generadores de corriente continua,0,,,18
8501.33, - - De potencia superior a 75 kW pero inferior o igual a 375 kW:,,,,
8501.33.10, - - - Motores de corriente continua,0,,,18
8501.33.20, - - - Generadores de corriente continua,0,,,18
8501.34, - - De potencia superior a 375 kW:,,,,
8501.34.10, - - - Motores de corriente continua,0,,,18
8501.34.20, - - - Generadores de corriente continua,0,,,18
8501.40," - Los demás motores de corriente alterna, monofásicos:",,,,
8501.40.10, - - De potencia inferior o igual a 750 W,0,,,18
8501.40.20," - - De potencia superior a 750 W pero inferior o igual a 7,5 kW",0,,,18
8501.40.30," - - De potencia superior a 7,5 kW pero inferior o igual a 75 kW",0,,,18
8501.40.40, - - De potencia superior a 75 kW,0,,,18
," - Los demás motores de corriente alterna, polifásicos:",,,,
8501.51.00, - - De potencia inferior o igual a 750 W,0,,,18
8501.52, - - De potencia superior a 750 W pero inferior o igual a 75 kW:,,,,
8501.52.10," - - - De potencia inferior o igual a 7,5 kW",0,,,18
8501.52.20," - - - De potencia superior a 7,5 kW pero inferior o igual a 75 kW",0,,,18
8501.53.00, - - De potencia superior a 75 kW,0,,,18
," - Generadores de corriente alterna (alternadores), excepto los generadores fotovoltaicos: ",,,,
8501.61, - - De potencia inferior o igual a 75 kVA:,,,,
8501.61.10," - - - De potencia inferior o igual a 7,5 kVA",0,,,18
8501.61.20," - - - De potencia superior a 7,5 kVA pero inferior o igual a 30 kVA",0,,,18
8501.61.30, - - - De potencia superior a 30 kVA pero inferior o igual a 75 kVA,0,,,18
8501.62.00, - - De potencia superior a 75 kVA pero inferior o igual a 375 kVA,0,,,18
8501.63.00, - - De potencia superior a 375 kVA pero inferior o igual a 750 kVA,0,,,18
8501.64.00, - - De potencia superior a 750 kVA,0,,,18
, - Generadores fotovoltaicos de corriente continua:,,,,
8501.71.00, - - De potencia inferior o igual a 50 W,0,,,18
8501.72.00, - - De potencia superior a 50 W,0,,,18
8501.80.00, - Generadores fotovoltaicos de corriente alterna,0,,,18
85.02,Grupos electrógenos y convertidores rotativos eléctricos.,,,,
, - Grupos  electrógenos con motor de émbolo (pistón) de encendido por compresión (motores diésel o semi-diésel):,,,,
8502.11, - - De potencia inferior o igual a 75 kVA:,,,,
8502.11.10," - - - De potencia inferior o igual a 7,5 kVA",0,,,18
8502.11.20," - - - De potencia superior a 7,5 kVA pero inferior o igual a 30 kVA",0,,,18
8502.11.30, - - - De potencia superior a 30 kVA pero inferior o igual a 75 kVA,0,,,18
8502.12.00, - - De potencia superior a 75 kVA pero inferior o igual a 375 kVA,0,,,18
8502.13.00, - - De potencia superior a 375 kVA,0,,,18
8502.20, - Grupos electrógenos con motor de émbolo (pistón) de encendido por chispa (motor de explosión):,,,,
8502.20.10," - - De potencia inferior o igual a 7,5 kVA",0,,,18
8502.20.20," - - De potencia superior a 7,5 kVA",0,,,18
, - Los demás grupos electrógenos:,,,,
8502.31.00, - - De energía eólica,0,,,18
8502.39, - - Los demás:,,,,
8502.39.10," - - - De potencia inferior o igual a 7,5 kVA",0,,,18
8502.39.20," - - - De potencia superior a 7,5 kVA",0,,,18
8502.39.90, - - - Las demás,0,,,18
8502.40.00, - Convertidores rotativos eléctricos,0,,,18
8503.00.00,"Partes identificables como destinadas, exclusiva o principalmente, a las máquinas de las partidas  85.01 u 85.02. ",0,,,18
85.04,"Transformadores eléctricos, convertidores eléctricos estáticos (por ejemplo, rectificadores) y bobinas de reactancia (autoinducción). ",,,,
8504.10.00, - Balastos (reactancias) para lámparas o tubos de descarga,0,,,18
, - Transformadores de dieléctrico líquido:,,,,
8504.21, - - De potencia inferior o igual a 650 kVA:,,,,
8504.21.10, - - - De potencia inferior o igual a 10 kVA,0,,,18
8504.21.20, - - - De potencia   superior  a 10 kVA pero inferior o igual a 650 kVA,0,,,18
8504.22, - - De potencia superior a 650 kVA pero inferior o igual a 10.000 kVA:,,,,
8504.22.10, - - - De potencia superior a 650 kVA pero inferior o igual a 1.600 kVA,0,,,18
8504.22.20," - - - De  potencia  superior  a  1,600 kVA pero inferior o igual a 10.000 kVA",0,,,18
8504.23.00, - - De potencia superior a 10.000 kVA,0,,,18
, - Los demás transformadores:,,,,
8504.31.00, - - De potencia inferior o igual a 1 kVA,0,,,18
8504.32, - - De potencia superior a 1 kVA pero inferior o igual a 16 kVA:,,,,
8504.32.10, - - - De potencia superior a 1 kVA pero inferior o igual a 10 kVA,0,,,18
8504.32.20, - - - De potencia superior a 10 kVA pero inferior o igual a 16 kVA,0,,,18
8504.33, - - De potencia superior a 16 kVA pero inferior o igual a 500 kVA:,,,,
8504.33.10, - - - De potencia superior a 16 kVA pero inferior o igual a 100 kVA,0,,,18
8504.33.20, - - - De potencia superior a 100 kVA pero inferior o igual a 500 kVA,0,,,18
8504.34.00, - - De potencia superior a 500 kVA,0,,,18
8504.40, - Convertidores estáticos:,,,,
8504.40.10, - - Cargadores de acumuladores,0,,,18
8504.40.20, - - Rectificadores de vapor de mercurio,0,,,18
8504.40.30, - - Unidades de alimentación estabilizada,0,,,18
8504.40.90, - - Los demás,0,,,18
8504.50.00, - Las demás bobinas de reactancia (autoinducción),0,,,18
8504.90, - Partes:,,,,
8504.90.10, - - Para transformadores y para bobinas de reactancia y de autoinducción   ,0,,,18
8504.90.20, - - Para convertidores estáticos,0,,,18
8504.90.90, - - Las demás,0,,,18
85.05,"Electroimanes; imanes permanentes y artículos destinados a ser imantados permanentemente; platos, mandriles y dispositivos magnéticos o electromagnéticos similares, de sujeción; acoplamientos, embragues, variadores de velocidad y frenos, electromagnéticos; cabezas elevadoras electromagnéticas. ",,,,
, - Imanes permanentes y artículos destinados a ser imantados  permanentemente:,,,,
8505.11.00, - - De metal,0,,,18
8505.19, - - Los demás:,,,,
8505.19.10, - - - Burletes magnéticos de caucho o plástico,0,,,18
8505.19.90, - - - Los demás,0,,,18
8505.20.00," - Acoplamientos, embragues, variadores de velocidad y frenos, electromagnéticos",0,,,18
8505.90," - Los demás, incluidas las partes:",,,,
8505.90.10, - - Electroimanes,0,,,18
8505.90.20," - - Platos, mandriles y dispositivos similares de sujeción",0,,,18
8505.90.30, - - Cabezas elevadoras electromagnéticas,0,,,18
8505.90.90, - - Partes,0,,,18
85.06,"Pilas y baterías de pilas, eléctricas.",,,,
8506.10, - De dióxido de manganeso:,,,,
, - - Alcalinas:,,,,
8506.10.11, - - - Cilíndricas,20,,,18
8506.10.12, - - - De «botón»,14,,,18
8506.10.19, - - - Las demás,14,,,18
, - - Las demás:,,,,
8506.10.91, - - - Cilíndricas,20,,,18
8506.10.92, - - - De «botón»,14,,,18
8506.10.99, - - - Las demás,14,,,18
8506.30, - De óxido de mercurio:,,,,
8506.30.10, - - Cilíndricas,20,,,18
8506.30.20, - - De «botón»,14,,,18
8506.30.90, - - Las demás,14,,,18
8506.40, - De óxido de plata:,,,,
8506.40.10, - - Cilíndricas,14,,,18
8506.40.20, - - De «botón»,14,,,18
8506.40.90, - - Las demás,14,,,18
8506.50, - De litio:,,,,
8506.50.10, - - Cilíndricas,14,,,18
8506.50.20, - - De «botón»,14,,,18
8506.50.90, - - Las demás,14,,,18
8506.60, - De aire-cinc:,,,,
8506.60.10, - - Cilíndricas,14,,,18
8506.60.20, - - De «botón»,14,,,18
8506.60.90, - - Las demás,14,,,18
8506.80, - Las demás pilas y baterías de pilas:,,,,
8506.80.10, - - Cilíndricas,14,,,18
8506.80.20, - - De «botón»,14,,,18
8506.80.90, - - Las demás,14,,,18
8506.90.00, - Partes,14,,,18
85.07,"Acumuladores eléctricos, incluidos sus separadores, aunque sean cuadrados o rectangulares. ",,,,
8507.10.00," - De plomo, de los tipos utilizados para  arranque de motores de émbolo (pistón)",14,,,18
8507.20.00, - Los demás acumuladores de plomo,14,,,18
8507.30.00, - De níquel-cadmio,0,,,18
8507.50.00, - De níquel-hidruro metálico,0,,,18
8507.60.00, - De iones de litio,0,,,18
8507.80.00, - Los demás acumuladores,0,,,18
8507.90, - Partes:,,,,
8507.90.10, - - Cajas y tapas,0,,,18
8507.90.20, - - Separadores,0,,,18
8507.90.30, - - Placas,0,,,18
8507.90.90, - - Las demás,0,,,18
85.08,Aspiradoras,,,,
, - Con motor eléctrico incorporado:,,,,
8508.11.00, - - De potencia inferior o igual a 1.500 W y de capacidad del depósito o bolsa para el polvo inferior o igual a 20 l,20,20,,18
8508.19.00, - - Las demás,20,20,,18
8508.60.00, - Las demás aspiradoras,20,20,,18
8508.70.00, - Partes,14,,,18
85.09,"Aparatos electromecánicos con motor eléctrico incorporado, de uso doméstico, excepto las aspiradoras de la partida 85.08.",,,,
8509.40, - Trituradoras y mezcladoras de alimentos; extractoras de jugo de frutos u hortalizas:,,,,
8509.40.10, - - Licuadoras,20,,,18
8509.40.90, - - Los demás,20,20,,18
8509.80, - Los demás aparatos:,,,,
8509.80.10, - - Enceradoras (Lustradoras) de pisos,20,20,,18
8509.80.20, - - Trituradoras de despedicios de cocina,20,20,,18
8509.80.30, - - Humidificadores y deshumificadores de aire,20,20,,18
8509.80.40," - - Máquinas de cortar en lonchas (lonjas) carnes, embutidos, tocino, quesos, pan, frutas, hortalizas, etc.",20,20,,18
8509.80.90, - - Los demás,20,20,,18
8509.90.00, - Partes,14,,,18
85.10,"Afeitadoras, máquinas de cortar el pelo o esquilar y aparatos de depilar, con motor eléctrico incorporado. ",,,,
8510.10.00, - Afeitadoras,20,,,18
8510.20.00, - Máquinas de cortar el pelo o esquilar,20,,,18
8510.30.00, - Aparatos de depilar,20,,,18
8510.90.00, - Partes,14,,,18
85.11,"Aparatos y dispositivos eléctricos de encendido o de arranque, para motores de encendido por chispa o por compresión (por ejemplo: magnetos, dinamomagnetos, bobinas de encendido, bujías de encendido o calentamiento, motores de arranque); generadores (por ejemplo: dínamos, alternadores) y reguladores disyuntores utilizados con estos motores. ",,,,
8511.10.00, - Bujías de encendido,3,,,18
8511.20.00, - Magnetos; dinamomagnetos; volantes magnéticos,3,,,18
8511.30, - Distribuidores; bobinas de encendido:,,,,
8511.30.10, - - Distribuidores,3,,,18
8511.30.20, - - Bobinas de encendido,3,,,18
8511.40.00," - Motores de arranque, aunque funcionen también como generadores",3,,,18
8511.50.00, - Los demás generadores,3,,,18
8511.80.00, - Los demás aparatos y dispositivos,3,,,18
8511.90.00, - Partes,0,,,18
85.12,"Aparatos eléctricos de alumbrado o señalización (excepto los artículos de la partida 85.39), limpiaparabrisas, eliminadores de escarcha o vaho, eléctricos, de los tipos utilizados en velocípedos o vehículos automóviles. ",,,,
8512.10.00, - Aparatos  de  alumbrado o señalización visual de los tipos utilizados en bicicletas ,14,,,18
8512.20, - Los demás aparatos de alumbrado o señalización visual:,,,,
8512.20.10, - - Faros de carretera (excepto faros «sellados» de la partida  85.39),14,,,18
8512.20.90, - - Los demás,14,,,18
8512.30.00, - Aparatos de señalización acústica,14,,,18
8512.40.00, - Limpiaparabrisas y eliminadores de escarcha o vaho,14,,,18
8512.90.00, - Partes,0,,,18
85.13,"Lámparas eléctricas portátiles diseñadas para funcionar con su propia fuente de energía (por ejemplo: de pilas, acumuladores, electromagnéticas), excepto los aparatos de alumbrado de la partida 85.12. ",,,,
8513.10.00, - Lámparas,20,,,18
8513.90.00, - Partes,20,,,18
85.14,"Hornos eléctricos industriales o de laboratorio, incluidos los que funcionen por inducción o pérdidas dieléctricas; los demás aparatos industriales o de laboratorio para tratamiento térmico de materias por inducción o pérdidas dieléctricas.",,,,
, - Hornos de resistencia (de calentamiento indirecto):,,,,
8514.11.00, - - Prensas isostáticas en caliente,0,,,18
8514.19, - - Los demás:,,,,
8514.19.11," - - - Para panadería, pastelería o galletería",0,,,18
8514.19.19, - - - Los demás,0,,,18
8514.20.00, - Hornos que funcionen por inducción o pérdidas dieléctricas,0,,,18
, - Los demás hornos:,,,,
8514.31.00, - - Hornos de haces de electrones,0,,,18
8514.32.00, - - Hornos de plasma y hornos de arco al vacío,0,,,18
8514.39.00, - - Los demás,0,,,18
8514.40.00, - Los demás aparatos para tratamiento térmico de materias por inducción o pérdidas  dieléctricas,0,,,18
8514.90.00, - Partes,0,,,18
85.15,"Máquinas y aparatos para soldar (aunque puedan cortar), eléctricos (incluidos los de gas calentado eléctricamente), de láser u otros haces de luz o de fotones, ultrasonido, haces de electrones, impulsos magnéticos o chorro de plasma; máquinas y aparatos eléctricos para proyectar en caliente metal o cermet. ",,,,
, - Máquinas y aparatos para soldadura fuerte o para soldadura  banda:,,,,
8515.11.00, - - Soldadores y pistolas para soldar,0,,,18
8515.19.00, - - Los demás,0,,,18
, - Máquinas y aparatos para soldar metal por resistencia:,,,,
8515.21.00, - - Total o parcialmente automáticos,0,,,18
8515.29.00, - - Los demás,0,,,18
," - Máquinas y aparatos para soldar metal, de arco o chorro de plasma:",,,,
8515.31.00, - - Total o parcialmente automáticos,0,,,18
8515.39.00, - - Los demás,0,,,18
8515.80.00, - Las demás máquinas y aparatos,0,,,18
8515.90.00, - Partes,0,,,18
85.16,"Calentadores eléctricos de agua de calentamiento instantáneo o acumulación y calentadores eléctricos de inmersión; aparatos eléctricos para calefacción de espacios o suelos; aparatos electrotérmicos para el cuidado del cabello (por ejemplo: secadores, rizadores, calientatenacillas) o para secar las manos; planchas eléctricas; los demás aparatos electrotérmicos de uso doméstico; resistencias calentadoras, excepto las de la partida 85.45. ",,,,
8516.10.00, - Calentadores eléctricos de agua de calentamiento instantáneo o  acumulación y calentadores eléctricos de inmersión,20,20,,18
, - Aparatos eléctricos para calefacción de espacios o suelos:,,,,
8516.21.00, - - Radiadores de acumulación,20,,,18
8516.29, - - Los demás:,,,,
8516.29.10, - - - Estufas,20,,,18
8516.29.90, - - - Los demás,20,,,18
, - Aparatos  electrotérmicos  para el cuidado del cabello o para  secar las manos:,,,,
8516.31.00, - - Secadores para el cabello,20,,,18
8516.32.00, - - Los demás aparatos para el cuidado del cabello,20,,,18
8516.33.00, - - Aparatos para secar las manos,20,,,18
8516.40.00, - Planchas eléctricas,20,,,18
8516.50.00, - Hornos de microondas,20,20,,18
8516.60," - Los  demás  hornos;  cocinas,  hornillos (incluidas  las  mesa de coccion), parrillas y asadores:",,,,
8516.60.10, - - Hornos,20,20,,18
8516.60.20, - - Cocinas (estufas de cocción) y hornillos (incluidas las mesas de cocción),20,,,18
8516.60.30, - - Parrillas y asadores,20,20,,18
, - Los demás aparatos electrotérmicos:,,,,
8516.71.00, - - Aparatos para la preparación de café o té,20,20,,18
8516.72.00, - - Tostadoras de pan,20,20,,18
8516.79, - - Los demás:,,,,
8516.79.11, - - - Freidora a través de aire caliente,20,20,,18
8516.79.12, - - - Fuentes de chocolate,20,20,,18
8516.79.19, - - - Los demás,20,20,,18
8516.80.00, - Resistencias calentadoras,14,,,18
8516.90.00, - Partes,14,,,18
85.17,"Teléfonos, incluidos los teléfonos inteligentes y demás teléfonos celulares (móviles) y los de otras redes inalámbricas; los demás aparatos de emisión, transmisión o recepción de voz, imagen u otros datos, incluidos los de comunicación en red con o sin cable (tales como redes locales (LAN) o extendidas (WAN)), distintos de los aparatos de transmisión o recepción de las partidas 84.43, 85.25, 85.27 u 85.28.",,,,
," - Teléfonos, incluidos los teléfonos inteligentes y demás teléfonos celulares (móviles)  y los de otras redes inalámbricas:",,,,
8517.11.00, - - Teléfonos de auricular inalámbrico combinado con micrófono,8,,,18
8517.13.00, - - Teléfonos inteligentes,20,,,18
8517.14.00, - - Los demás teléfonos celulares (móviles) y los de otras redes inalámbricas,20,,,18
8517.18, - - Los demás:,,,,
8517.18.10," - - - Teléfonos convencionales de los utilizados en residencias, oficinas y establecimientos similares, mediante redes alambricas",8,,,18
8517.18.20," - - - Teléfonos IP de los utilizados en residencias, oficinas y establecimientos similares, mediante redes alámbricas",8,,,18
8517.18.90 , - - - Los demás,8,,,18
," - Los demás aparatos de emisión, transmisión o recepción de voz, imagen u otros datos, incluidos los de comunicación en red con o sin cable (tales como redes locales (LAN) o extendidas WAN)):",,,,
8517.61, - - Estaciones base:,,,,
8517.61.10, - - - Estaciones base para telefonía celular (móvil),0,,,18
8517.61.20," - - - Unidades base, incluso con microfono",3,,,18
8517.61.90, - - - Los demás,3,,,18
8517.62," - - Aparatos para la recepción, conversión, emisión, transmisión o  regeneración de voz, imagen u otros datos, incluidos los de conmutación y encaminamiento («switching and routing apparatus»):",,,,
8517.62.10, - - - «Módems» de los tipos utilizados exclusivamente con las máquinas de tratamiento o procesamiento de datos de la partida 84.71,0,,,18
8517.62.20," - - - Encaminadores (Router) para la transmisión o recepción de voz, imagen u otros datos para redes locales (LAN) o extendidas (WAN)",0,,,18
8517.62, - - - Los demás:,,,,
8517.62.91," - - - - Accesorios de teléfonos celulares inteligentes, que necesitan del dispositivo para actualizarse, tipo pulsera",0,,,18
8517.62.99, - - - - Los demás,0,,,18
8517.69, - - Los demás:,,,,
8517.69.10, - - - De radiotelegrafía o radiotelefonía para barcos o aeronaves,3,,,18
8517.69.20, - - - Videofonos,20,20,,18
8517.69.30, - - - Interfonos ,3,,,18
8517.69.90, - - - Los demás aparatos,0,,,18
, - Partes:,,,,
8517.71.00, - - Antenas y reflectores de antenas de cualquier tipo; partes identificables para ser utilizadas con dichos artículos,0,10,,18
8517.79.00, - - Las demás,0,,,18
85.18   ,"Micrófonos y sus soportes; altavoces (altoparlantes), incluso montados en sus cajas; auriculares, incluidos los de casco, estén o no combinados con micrófono, y juegos o conjuntos constituidos por un micrófono y uno o varios altavoces (altoparlantes); amplificadores eléctricos de audiofrecuencia; equipos eléctricos para amplificación de sonido.",,,,
8518.10, - Micrófonos y sus soportes:,,,,
8518.10.10," - - Micrófonos con una gama de frecuencia comprendida entre 300 hz y 3,4 kHz de diámetro inferior a 10 mm y una altura inferior o igual a 3mm, de los tipos utilizados exclusivamente con las máquinas automáticas de tratamiento o procesamiento de datos",0,,,18
8518.10.90, - - Los demás,14,,,18
," - Altavoces (altoparlantes), incluso montados en sus cajas:",,,,
8518.21, - - Un altavoz (altoparlante) montado en su caja:,,,,
8518.21.10," - - - Altavoces (altoparlantes) con una gama de frecuencia comprendida entre 300 hz y 3,4 kHz, de un diámetro inferior o igual a 50mm, de los tipos utilizados exclusivamente con las máquinas automáticas de tratamiento o procesamiento de datos",0,,,18
8518.21.90, - - - Los demás,14,,,18
8518.22.00, - - Varios altavoces (altoparlantes) montados en una misma caja,14,,,18
8518.29.00, - - Los demás,14,,,18
8518.30.00," - Auriculares, incluidos los de casco, estén o no combinados con micrófono, y juegos o conjuntos constituidos por un micrófono y uno o varios altavoces (altoparlantes)",14,,,18
8518.40.00, - Amplificadores eléctricos de audiofrecuencia,14,,,18
8518.50.00, - Equipos eléctricos para amplificación de sonido,14,,,18
8518.90.00, - Partes,8,,,18
85.19,Aparatos de grabación de sonido; aparatos de reproducción de sonido; aparatos de grabación y reproducción de sonido. ,,,,
8519.20.00," - Aparatos activados con monedas, billetes, tarjetas, fichas  o cualquier otro medio de pago",20,20,,18
8519.30.00, - Giradiscos,20,20,,18
, - Los demás aparatos: ,,,,
8519.81," - - Que utilizan un soporte magnético, óptico o semiconductor:",,,,
8519.81.10, - - - Aparatos para reproducir dictados,20,,,18
8519.81.20," - - - Reproductores de sonido sin receptor de radio tipo MP3, MP4 y similares",20,,,18
8519.81.30, - - - Aparatos para dictar que solo funcionen con fuente de de energía exterior ,20,,,18
8519.81.90, - - - Los demás,20,20,,18
8519.89.00, - - Los demás,20,,,18
[85.20],,,,,
85.21,"Aparatos de grabación o reproducción de imagen y sonido (vídeos), incluso con receptor de señales de imagen y sonido incorporado. ",,,,
8521.10.00, - De cinta magnética,20,20,,18
8521.90, - Los demás:,,,,
8521.90.10," - - De grabación o reproducción de imagen y sonido, mediante disco óptico (Ej.: DVD)",20,20,,0
8521.90.20, - - De reproducción de imagen y sonido en formato MP3 y similares,20,20,,18
8521.90.30," - - Videograbadoras y de audio, no mayor de 16 canales, con o sin conexión («HDMI») (Interfaz Multimedia de Alta Definición)",0,,,0
8521.90.90, - -  Los demás,20,20,,18
85.22,"Partes y accesorios identificables como destinados, exclusiva o principalmente, a los aparatos de las partidas 85.19 u 85.21. ",,,,
8522.10.00,- Cápsulas fonocaptoras,3,,,18
8522.90,- Los demás:,,,,
8522.90.10,- - Brazos y platinas para giradiscos o tocadiscos,14,,,18
8522.90.20,- - Para aparatos de grabación o reproducción de sonido por procedimiento fotoeléctrico,14,,,18
8522.90.90,- - Los demás,14,,,18
85.23,"Discos, cintas, dispositivos de almacenamiento permanente de datos a base de semiconductores, tarjetas inteligentes («smart cards») y demás soportes para grabar sonido o grabaciones análogas, grabados o no, incluso las matrices y moldes galvánicos para fabricación de discos, excepto los productos del Capítulo 37. ",,,,
, - Soportes magnéticos: ,,,,
8523.21, - - Tarjetas con banda magnética incorporada:,,,,
8523.21.10, - - - Sin grabar ,0,,,18
8523.21.19, - - - Los demás ,20,,,18
8523.29, - - Los demás:,,,,
, - - - Cintas magnéticas:,,,,
8523.29.11, - - - - Sin grabar,20,,,18
8523.29.12," - - - - Grabadas, conteniendo información (sonido o imagen), para el nivel preuniversitario",0,,,18
8523.29.19, - - - - Los demás ,20,,,18
, - - - Discos magnéticos: ,,,,
8523.29.21, - - - - Sin grabar ,3,,,18
8523.29.22," - - - - Grabados, conteniendo información (sonido, imagen u otros) para el nivel preuniversitario",0,,,18
8523.29.24," - - - - Grabados, conteniendo programas (Software) para máquinas automáticas para tratamiento o procesamiento de datos",0,,,18
8523.29.29, - - - - Los demás ,20,,,18
, - Soportes ópticos:,,,,
8523.41.00, - - Sin grabar,14,,,18
8523.49, - - Los demás:,,,,
8523.49.10," - - - Grabados, conteniendo programas (Software) para máquinas automáticas para tratamiento o procesamiento de datos",0,,,18
8523.49.20," - - - Grabados, conteniendo información (sonido, imagen u otros datos) para nivel preuniversitario",0,,,18
8523.49.90, - - - Los demás,20,,,18
, - Soportes semiconductores:,,,,
8523.51, - - Dispositivos de almacenamiento permanente de datos a base de semiconductores: ,,,,
8523.51.10," - - - Unidades de memoria USB  (tipo «Flash», «Pendrive» y similares)",14,,,18
8523.51.90, - - - Las demás,3,,,18
8523.52.00, - - Tarjetas inteligentes («smart cards»),0,,,18
8523.59, - - Los demás:,,,,
8523.59.10, - - - Tarjetas y etiquetas de activación por proximidad ,0,,,18
8523.59.90, - - - Los demás,3,,,18
8523.80, - Los demás:,,,,
