revision,effective_date,policy_effective_date,tpc_date,policy_event,tpc_policy_revision,needs_review,policy_family,usitc_archive_page_url,modification_source_titles,modification_source_citations,federal_register_or_source_links,source_commentary
2023_rev_9,2023-06-30,NA,NA,"Notice of Conforming Amendments to Product Exclusion Extensions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation (88 Fed. Reg. 38120); Changes approved by the Committee for Statistical Annotation of Tariff Schedules under section 484(f), Tariff Act of 1930 (484(f))",NA,NA,section_301_china_or_dst_and_statistical_or_technical,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=2,"Notice of Conforming Amendments to Product Exclusion Extensions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation | Changes approved by the Committee for Statistical Annotation of Tariff Schedules under section 484(f), Tariff Act of 1930",88 Fed. Reg. 38120 | 484(f),https://www.federalregister.gov/documents/2023/06/12/2023-12492/notice-of-conforming-amendments-to-product-exclusion-extensions-chinas-acts-policies-and-practices | https://www.usitc.gov/harmonized_tariff_information/484_f_committee_changes,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2023_rev_10,2023-07-24,NA,NA,"Notice of Conforming Amendments to Previously Reinstated Exclusions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation (88 Fed. Reg. 46362)",NA,NA,section_301_china_or_dst,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=2,"Notice of Conforming Amendments to Previously Reinstated Exclusions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",88 Fed. Reg. 46362,https://www.federalregister.gov/documents/2023/07/19/2023-15309/notice-of-conforming-amendments-to-previously-reinstated-exclusions-chinas-acts-policies-and,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2023_rev_11,2023-09-21,NA,NA,"Notice of Extension for Product Exclusions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation (88 Fed. Reg. 62423)",NA,NA,section_301_china_or_dst,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=2,"Notice of Extension for Product Exclusions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",88 Fed. Reg. 62423,https://federalregister.gov/documents/2023/09/11/2023-19494/notice-of-extension-for-product-exclusions-chinas-acts-policies-and-practices-related-to-technology,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2024_basic,2023-12-29,NA,NA,2024 basic edition (pre-2025 baseline: legacy §232 steel/alu + §301 China + §201),NA,NA,agoa_and_section_232_aluminum_and_section_232_steel_and_section_301_china_or_dst_and_statistical_or_technical,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=2,"A Proclamation on Adjusting Imports of Aluminum into the United States | A Proclamation on Adjusting Imports of Steel into the United States | To Take Certain Actions Under the African Growth and Opportunity Act and For Other Purposes | Extension of Exclusions and Request for Comments: China’s Acts, Policies and Practices Related to Technology Transfer, Intellectual Property and Innovation | Changes approved by the Committee for Statistical Annotation of Tariff Schedules under section 484(f), Tariff Act of 1930",89 Fed. Reg. 223 | 89 Fed. Reg. 227 | 89 Fed. Reg. 437 | 88 Fed. Reg. 90225 | 484(f),https://www.federalregister.gov/documents/2024/01/03/2023-28995/adjusting-imports-of-aluminum-into-the-united-states | https://www.federalregister.gov/documents/2024/01/03/2023-28996/adjusting-imports-of-steel-into-the-united-states | https://www.federalregister.gov/documents/2024/01/04/2024-00051/to-take-certain-actions-under-the-african-growth-and-opportunity-act-and-for-other-purposes | https://www.federalregister.gov/documents/2023/12/29/2023-28770/extension-of-exclusions-and-request-for-comments-chinas-acts-policies-and-practices-related-to | https://www.usitc.gov/harmonized_tariff_information/484_f_committee,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2024_rev_1,2024-01-25,NA,NA,"Notice of Conforming Amendment To Reinstated Exclusion: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation (89 Fed. Reg. 3703)",NA,NA,section_301_china_or_dst,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=2,"Notice of Conforming Amendment To Reinstated Exclusion: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",89 Fed. Reg. 3703,https://www.federalregister.gov/documents/2024/01/19/2024-01023/notice-of-conforming-amendment-to-reinstated-exclusion-chinas-acts-policies-and-practices-related-to,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2024_rev_2,2024-05-31,NA,NA,"A Proclamation on Adjusting Imports of Steel Into the United States (89 Fed. Reg. 48233); To Take Certain Actions Under the United States-Mexico-Canada Agreement Implementation Act and For Other Purposes (85 Fed. Reg. 39821); Notice of Extension of Certain Exclusions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation (89 Fed. Reg. 46948)",NA,NA,fta_usmca_and_section_232_steel_and_section_301_china_or_dst,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=2,"A Proclamation on Adjusting Imports of Steel Into the United States | To Take Certain Actions Under the United States-Mexico-Canada Agreement Implementation Act and For Other Purposes | Notice of Extension of Certain Exclusions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",89 Fed. Reg. 48233 | 85 Fed. Reg. 39821 | 89 Fed. Reg. 46948,https://www.federalregister.gov/documents/2024/06/05/2024-12503/adjusting-imports-of-steel-into-the-united-states | https://www.federalregister.gov/documents/2020/07/01/2020-14448/to-take-certain-actions-under-the-united-states--mexico-canada-agreement-implementation-act-and-for | https://www.federalregister.gov/documents/2024/05/30/2024-11904/notice-of-extension-of-certain-exclusions-chinas-acts-policies-and-practices-related-to-technology,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2024_rev_3,2024-06-14,NA,NA,"Notice of Extension of Certain Exclusions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation (89 Fed. Reg. 46948)",NA,NA,section_301_china_or_dst,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=2,"Notice of Extension of Certain Exclusions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",89 Fed. Reg. 46948,https://www.federalregister.gov/documents/2024/05/30/2024-11904/notice-of-extension-of-certain-exclusions-chinas-acts-policies-and-practices-related-to-technology,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2024_rev_4,2024-06-28,NA,NA,"To Further Facilitate Positive Adjustment to Competition from Imports of Certain Crystalline Silicon Photovoltaic Cells (Whether or Not Partially or Fully Assembled Into Other Products) (89 Fed. Reg. 53333); Changes approved by the Committee for Statistical Annotation of Tariff Schedules under section 484(f), Tariff Act of 1930 (484(f))",NA,NA,section_201_safeguard_and_statistical_or_technical,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=2,"To Further Facilitate Positive Adjustment to Competition from Imports of Certain Crystalline Silicon Photovoltaic Cells (Whether or Not Partially or Fully Assembled Into Other Products) | Changes approved by the Committee for Statistical Annotation of Tariff Schedules under section 484(f), Tariff Act of 1930",89 Fed. Reg. 53333 | 484(f),https://www.federalregister.gov/documents/2024/06/26/2024-14143/to-further-facilitate-positive-adjustment-to-competition-from-imports-of-certain-crystalline-silicon | https://www.usitc.gov/harmonized_tariff_information/484_f_committee,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2024_rev_5,2024-07-16,NA,NA,A Proclamation on Adjusting Imports of Steel Into the United States (89 Fed. Reg. 57347); A Proclamation on Adjusting Imports of Aluminum Into the United States (89 Fed. Reg. 57339),NA,NA,section_232_aluminum_and_section_232_steel,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,A Proclamation on Adjusting Imports of Steel Into the United States | A Proclamation on Adjusting Imports of Aluminum Into the United States,89 Fed. Reg. 57347 | 89 Fed. Reg. 57339,https://www.federalregister.gov/documents/2024/07/15/2024-15641/adjusting-imports-of-steel-into-the-united-states | https://www.federalregister.gov/documents/2024/07/15/2024-15632/adjusting-imports-of-aluminum-into-the-united-states,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2024_rev_6,2024-07-31,NA,NA,To Take Certain Actions Under the United States-Mexico-Canada Agreement Implementation Act and For Other Purposes (85 Fed. Reg. 39821),NA,NA,fta_usmca,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,To Take Certain Actions Under the United States-Mexico-Canada Agreement Implementation Act and For Other Purposes,85 Fed. Reg. 39821,https://www.federalregister.gov/documents/2020/07/01/2020-14448/to-take-certain-actions-under-the-united-states--mexico-canada-agreement-implementation-act-and-for,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2024_rev_7,2024-08-06,NA,NA,"Notice of Conforming Amendments to Reinstated Exclusions: China's Acts, Policies and Practices Related to Technology Transfer, Intellectual Property, and Innovation (89 Fed. Reg. 64038)",NA,NA,section_301_china_or_dst,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,"Notice of Conforming Amendments to Reinstated Exclusions: China's Acts, Policies and Practices Related to Technology Transfer, Intellectual Property, and Innovation",89 Fed. Reg. 64038,https://www.federalregister.gov/documents/2024/08/06/2024-17360/notice-of-conforming-amendments-to-reinstated-exclusions-chinas-acts-policies-and-practices-related,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2024_rev_8,2024-08-15,NA,NA,To Further Facilitate Positive Adjustment to Competition From Imports of Certain Crystalline Silicon Photovoltaic Cells (Whether or Not Partially or Fully Assembled Into Other Products) (89 Fed. Reg. 66181),NA,NA,section_201_safeguard,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,To Further Facilitate Positive Adjustment to Competition From Imports of Certain Crystalline Silicon Photovoltaic Cells (Whether or Not Partially or Fully Assembled Into Other Products),89 Fed. Reg. 66181,https://www.federalregister.gov/documents/2024/08/15/2024-18444/to-further-facilitate-positive-adjustment-to-competition-from-imports-of-certain-crystalline-silicon,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2024_rev_9,2024-09-26,NA,NA,Sep 2024 §301 increases (EVs,solar,"semiconductors, steel/alu, ship-to-shore cranes),NA,NA",section_301_china_or_dst,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,"Notice of Modification: China’s Acts, Policies and Practices Related to Technology Transfer, Intellectual Property and Innovation",89 Fed. Reg. 76581,https://www.federalregister.gov/documents/2024/09/18/2024-21217/notice-of-modification-chinas-acts-policies-and-practices-related-to-technology-transfer,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2024_rev_10,2024-11-22,NA,NA,To Facilitate Positive Adjustment to Competition From Imports of Fine Denier Polyester Staple Fiber (89 Fed. Reg. 92015); To Modify the Harmonized Tariff Schedule of the United States and for Other Purposes (86 Fed. Reg. 73593); Determination Under the African Growth and Opportunity Act (82 Fed. Reg. 39940); To Implement the World Trade Organization Declaration on the Expansion of Trade in Information Technology Products and For Other Purposes (81 Fed. Reg. 44129),NA,NA,agoa_and_other_hts_policy,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,To Facilitate Positive Adjustment to Competition From Imports of Fine Denier Polyester Staple Fiber | To Modify the Harmonized Tariff Schedule of the United States and for Other Purposes | Determination Under the African Growth and Opportunity Act | To Implement the World Trade Organization Declaration on the Expansion of Trade in Information Technology Products and For Other Purposes,89 Fed. Reg. 92015 | 86 Fed. Reg. 73593 | 82 Fed. Reg. 39940 | 81 Fed. Reg. 44129,https://www.federalregister.gov/documents/2024/11/20/R1-2024-26714/to-facilitate-positive-adjustment-to-competition-from-imports-of-fine-denier-polyester-staple-fiber | https://www.federalregister.gov/documents/2021/12/28/2021-28334/to-modify-the-harmonized-tariff-schedule-of-the-united-states-and-for-other-purposes | https://www.federalregister.gov/documents/2017/08/22/2017-17705/determination-under-the-african-growth-and-opportunity-act | https://www.federalregister.gov/documents/2016/07/06/2016-16174/to-implement-the-world-trade-organization-declaration-on-the-expansion-of-trade-in-information,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_basic,2025-01-01,NA,NA,Baseline (pre-Trump 2.0),NA,NA,agriculture_trq_and_section_301_china_or_dst_and_statistical_or_technical,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,"To Implement the United States-Israel Agreement On Trade In Agricultural Products And For Other Purposes | Notice of Modification: China’s Acts, Policies and Practices Related to Technology Transfer, Intellectual Property and Innovation | Notice of Modification: China’s Acts, Policies and Practices Related to Technology Transfer, Intellectual Property and Innovation | Changes approved by the Committee for Statistical Annotation of Tariff Schedules under section 484(f), Tariff Act of 1930",89 Fed. Reg. 105333 | 89 Fed. Reg. 101682 | 89 Fed. Reg. 76581 | 484(f),https://www.federalregister.gov/documents/2024/12/27/2024-31353/to-implement-the-united-states-israel-agreement-on-trade-in-agricultural-products-and-for-other | https://www.federalregister.gov/documents/2024/12/16/2024-29462/notice-of-modification-chinas-acts-policies-and-practices-related-to-technology-transfer | https://www.federalregister.gov/documents/2024/09/18/2024-21217/notice-of-modification-chinas-acts-policies-and-practices-related-to-technology-transfer | https://www.usitc.gov/harmonized_tariff_information/484_f_committee,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_1,2025-01-27,2025-02-04,NA,China IEEPA fentanyl (+10%; EO 14195 eff. Feb 4),NA,NA,ieepa_fentanyl,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,"Implementation of Additional Duties on Products of the People’s Republic of China Pursuant to the President’s February 1, 2025 Executive Order Imposing Duties to Address the Synthetic Opioid Supply Chain in the People’s Republic of China",90 Fed. Reg. 9038,https://www.federalregister.gov/documents/2025/02/05/2025-02293/implementation-of-additional-duties-on-products-of-the-peoples-republic-of-china-pursuant-to-the,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_2,2025-02-01,2025-02-05,NA,"Amended Notice of Implementation of Additional Duties on Products of the People’s Republic of China Pursuant to the President’s February 1, 2025 Executive Order Imposing Duties to Address the Synthetic Opioid Supply Chain in the People’s Republic of China (90 Fed. Reg. 9431)",NA,NA,ieepa_fentanyl,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,"Amended Notice of Implementation of Additional Duties on Products of the People’s Republic of China Pursuant to the President’s February 1, 2025 Executive Order Imposing Duties to Address the Synthetic Opioid Supply Chain in the People’s Republic of China",90 Fed. Reg. 9431,https://www.federalregister.gov/documents/2025/02/12/2025-02576/amended-notice-of-implementation-of-additional-duties-on-products-of-the-peoples-republic-of-china,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_3,2025-02-04,2025-03-04,NA,CA/MX fentanyl (+25%) and China fentanyl (+20%) eff. Mar 4 after the February pause,NA,NA,ieepa_fentanyl,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,"Notice of Implementation of Additional Duties on Products of Canada Pursuant to the President’s Executive Order 14193, Imposing Duties to Address the Flow of Illicit Drugs Across Our Northern Border | Notice of Implementation of Additional Duties on Products of Mexico Pursuant to the President’s Executive Order 14194, Imposing Duties to Address the Situation At Our Southern Border | Further Amended Notice of Implementation of Additional Duties on Products of the People’s Republic of China Pursuant to the President’s Executive Order 14195, Imposing Duties to Address the Synthetic Opioid Supply Chain in the People’s Republic of China",90 Fed. Reg. 11423 | 90 Fed. Reg. 11429 | 90 Fed. Reg. 11426,https://www.federalregister.gov/documents/2025/03/06/2025-03664/notice-of-implementation-of-additional-duties-on-products-of-canada-pursuant-to-the-presidents | https://www.federalregister.gov/documents/2025/03/06/2025-03665/notice-of-implementation-of-additional-duties-on-products-of-mexico-pursuant-to-the-presidents | https://www.federalregister.gov/documents/2025/03/06/2025-03677/further-amended-notice-of-implementation-of-additional-duties-on-products-of-the-peoples-republic-of#page-11429,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_4,2025-03-04,2025-03-07,NA,USMCA carve-outs (Mar 7); 232 derivatives text (Mar 12 items held by stated-date gate until 2025_rev_5),NA,NA,ieepa_fentanyl_and_section_232_aluminum_and_section_232_steel,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,"Implementation of Duties on Aluminum Pursuant to Proclamation 10895 Adjusting Imports of Aluminum into the United States | Implementation of Duties on Steel Pursuant to Proclamation 10896 Adjusting Imports of Steel into the United States | Amendment to Notice of Implementation of Additional Duties on Products of Canada Pursuant to the President’s Executive Order 14193, Imposing Duties to Address the Flow of Illicit Drugs Across Our Northern Border | Amendment to Notice of Implementation of Additional Duties on Products of Mexico Pursuant to the President’s Executive Order 14194, Imposing Duties to Address the Situation At Our Southern Border",90 Fed. Reg. 11251 | 90 Fed. Reg. 11249 | 90 Fed. Reg. 11743 | 90 Fed. Reg. 11746,https://www.federalregister.gov/documents/2025/03/05/2025-03596/implementation-of-duties-on-aluminum-pursuant-to-proclamation-10895-adjusting-imports-of-aluminum | https://www.federalregister.gov/documents/2025/03/05/2025-03598/implementation-of-duties-on-steel-pursuant-to-proclamation-10896-adjusting-imports-of-steel-into-the | https://www.federalregister.gov/documents/2025/03/11/2025-03901/amendment-to-notice-of-implementation-of-additional-duties-on-products-of-canada-pursuant-to-the | https://www.federalregister.gov/documents/2025/03/11/2025-03900/amendment-to-notice-of-implementation-of-additional-duties-on-products-of-mexico-pursuant-to-the,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_5,2025-03-05,2025-03-14,NA,"Certification of Systems for Processing and Collecting Tariffs on Steel and Aluminum Articles Pursuant to the President’s February 10, 2025 Proclamations (90 Fed. Reg. 12123)",NA,NA,other_hts_policy,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,"Certification of Systems for Processing and Collecting Tariffs on Steel and Aluminum Articles Pursuant to the President’s February 10, 2025 Proclamations",90 Fed. Reg. 12123,https://www.federalregister.gov/documents/2025/03/14/2025-04210/certification-of-systems-for-processing-and-collecting-tariffs-on-steel-and-aluminum-articles,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_6,2025-03-12,2025-04-03,2025-03-17,232 Autos (25%; Proclamation 10908 eff. Apr 3),NA,NA,section_232_aluminum_and_section_232_autos,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,Adjusting Imports of Automobiles and Automobile Parts Into the United States | Implementation of Duties on Aluminum Derivatives Beer and Empty Aluminum Cans Pursuant to Proclamation 10895 Adjusting Imports of Aluminum into the United States,90 Fed. Reg. 14705 | 90 Fed. Reg. 14786,https://www.federalregister.gov/documents/2025/04/03/2025-05930/adjusting-imports-of-automobiles-and-automobile-parts-into-the-united-states | https://www.federalregister.gov/documents/2025/04/04/2025-05884/implementation-of-duties-on-aluminum-derivatives-beer-and-empty-aluminum-cans-pursuant-to,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_7,2025-04-02,2025-04-05,NA,IEEPA Phase 1 reciprocal (Liberation Day; 10% baseline eff. Apr 5; Apr-9 country rates held by stated-date gate until 2025_rev_8),NA,NA,ieepa_reciprocal,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,Regulating Imports With a Reciprocal Tariff To Rectify Trade Practices That Contribute to Large and Persistent Annual United States Goods Trade Deficits,90 Fed. Reg. 15041,https://www.federalregister.gov/documents/2025/04/07/2025-06063/regulating-imports-with-a-reciprocal-tariff-to-rectify-trade-practices-that-contribute-to-large-and,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_8,2025-04-03,2025-04-09,NA,China IEEPA: 34% -> 84%; country-specific Phase 1 rates begin,NA,NA,ieepa_reciprocal,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,Amendment to Reciprocal Tariffs and Updated Duties as Applied to Low-Value Imports from the People’s Republic of China,90 Fed. Reg. 15509,https://www.federalregister.gov/documents/2025/04/14/2025-06378/amendment-to-reciprocal-tariffs-and-updated-duties-as-applied-to-low-value-imports-from-the-peoples,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_9,2025-04-05,2025-04-10,NA,China IEEPA: 84% -> 125%; Phase 1 suspended (90-day pause),NA,NA,ieepa_reciprocal,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,Modifying Reciprocal Tariff Rates To Reflect Trading Partner Retaliation and Alignment,90 Fed. Reg. 15625,https://www.federalregister.gov/documents/2025/04/15/2025-06462/modifying-reciprocal-tariff-rates-to-reflect-trading-partner-retaliation-and-alignment,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_10,2025-04-09,2025-04-15,2025-04-17,Phase 1 suspension continues; retroactive Apr-5 electronics memo (covered by Annex II exemption windows),NA,NA,other_hts_policy,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,"Clarification of Exceptions Under Executive Order 14257 of April 2, 2025, as Amended",White House memo,https://www.whitehouse.gov/,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_11,2025-04-11,2025-05-03,NA,232 Auto parts (eff. May 3),NA,NA,ieepa_fentanyl_and_section_232_autos,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,"Adjusting Imports of Automobiles and Automobile Parts Into the United States | Notice of Implementation of Additional Duties on Products of the People’s Republic of China Pursuant to the President’s Executive Order 14256, Further Amendment to Duties Addressing the Synthetic Opioid Supply Chain in the People’s Republic of China",90 Fed. Reg. 14705 | 90 Fed. Reg. 17608,https://www.federalregister.gov/documents/2025/04/03/2025-05930/adjusting-imports-of-automobiles-and-automobile-parts-into-the-united-states | https://www.federalregister.gov/documents/2025/04/28/2025-07325/notice-of-implementation-of-additional-duties-on-products-of-the-peoples-republic-of-china-pursuant,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_12,2025-04-14,2025-05-14,NA,Geneva: China 125% -> 34% suspended to 10% (EO 14298 eff. May 14),NA,NA,ieepa_reciprocal,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,Modifying Reciprocal Tariff Rates to Reflect Discussions with the People’s Republic of China,90 Fed. Reg. 21831,https://www.federalregister.gov/documents/2025/05/21/2025-09297/modifying-reciprocal-tariff-rates-to-reflect-discussions-with-the-peoples-republic-of-china,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_13,2025-04-22,2025-05-16,NA,Notice of Implementation of Addressing Certain Tariffs on Imported Articles Pursuant to the President's Executive Order 14289 (90 Fed. Reg. 21487),NA,NA,other_hts_policy,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,Notice of Implementation of Addressing Certain Tariffs on Imported Articles Pursuant to the President's Executive Order 14289,90 Fed. Reg. 21487,https://www.federalregister.gov/documents/2025/05/20/2025-09066/notice-of-implementation-of-addressing-certain-tariffs-on-imported-articles-pursuant-to-the,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_14,2025-05-02,2025-06-04,NA,232 steel/aluminum + derivatives 50% (Proclamation 10947 eff. Jun 4),NA,NA,section_232_steel_aluminum_and_section_301_china_or_dst,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,"Adjusting Imports of Aluminum and Steel Into the United States | Notice of Product Exclusion Extensions: China’s Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",90 Fed. Reg. 24199 | 90 Fed. Reg. 23987,https://www.federalregister.gov/documents/2025/06/09/2025-10524/adjusting-imports-of-aluminum-and-steel-into-the-united-states | https://www.federalregister.gov/documents/2025/06/05/2025-10203/notice-of-product-exclusion-extensions-chinas-acts-policies-and-practices-related-to-technology,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_15,2025-05-14,2025-06-23,NA,Implementation of Duties on Steel Pursuant to Proclamation 10896 Adjusting Imports of Steel into the United States (90 Fed. Reg. 25208),NA,NA,section_232_steel,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,Implementation of Duties on Steel Pursuant to Proclamation 10896 Adjusting Imports of Steel into the United States,90 Fed. Reg. 25208,https://www.federalregister.gov/documents/2025/06/16/2025-11067/implementation-of-duties-on-steel-pursuant-to-proclamation-10896-adjusting-imports-of-steel-into-the,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_16,2025-06-06,2025-07-01,NA,Annual July 1 staged updates (the 232 50% increase entered at 2025_rev_14),NA,NA,section_232_autos_and_statistical_or_technical,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,"Changes approved by the Committee for Statistical Annotation of Tariff Schedules under section 484(f), Tariff Act of 1930 | Imports of Automobiles, Automobile Parts, Civil Aircraft and Civil Aircraft Parts from the United Kingdom Under Executive Order 14309",484(f) | 90 Fed. Reg. 27851,https://www.usitc.gov/harmonized_tariff_information/484_f_committee | https://www.federalregister.gov/documents/2025/06/30/2025-12060/imports-of-automobiles-automobile-parts-civil-aircraft-and-civil-aircraft-parts-from-the-united,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_17,2025-07-01,2025-08-01,2025-07-17,CA fentanyl: 25% -> 35%; copper 232 (Proclamation 10962) both eff. Aug 1,NA,NA,ieepa_fentanyl_and_section_232_copper,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,Adjusting Imports of Copper into the United States | Amendment to Duties to Address the Flow of Illicit Drugs Across Our Northern Border,90 Fed. Reg. 37727 | 90 Fed. Reg. 37957,https://www.federalregister.gov/documents/2025/08/05/2025-14893/adjusting-imports-of-copper-into-the-united-states | https://www.federalregister.gov/documents/2025/08/06/2025-14999/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-northern-border,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
