symbol,program_name,revision,source_url,fallback_from
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
NP,Nepal Preference Program,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
S,United States-Mexico-Canada Agreement,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
S+,United States-Mexico-Canada Agreement,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
A,Generalized System of Preferences,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
A*,Generalized System of Preferences,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
A+,Generalized System of Preferences,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
AU,United States-Australia Free Trade Agreement,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
B,Automotive Products Trade Act,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
CL,United States-Chile Free Trade Agreement,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
D,African Growth and Opportunity Act,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
IL,United States-Israel Free Trade Area,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
NP,Nepal Preference Program,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
S,United States-Mexico-Canada Agreement,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
S+,United States-Mexico-Canada Agreement,2025_rev_22,reststop General+Note+3 @ 2025HTSRev22,NA
A,Generalized System of Preferences,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
A*,Generalized System of Preferences,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
A+,Generalized System of Preferences,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
AU,United States-Australia Free Trade Agreement,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
B,Automotive Products Trade Act,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
CL,United States-Chile Free Trade Agreement,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
D,African Growth and Opportunity Act,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
IL,United States-Israel Free Trade Area,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
NP,Nepal Preference Program,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
S,United States-Mexico-Canada Agreement,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
S+,United States-Mexico-Canada Agreement,2025_rev_23,reststop General+Note+3 @ 2025HTSRev23,NA
A,Generalized System of Preferences,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
A*,Generalized System of Preferences,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
A+,Generalized System of Preferences,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
AU,United States-Australia Free Trade Agreement,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
B,Automotive Products Trade Act,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
CL,United States-Chile Free Trade Agreement,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
D,African Growth and Opportunity Act,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
IL,United States-Israel Free Trade Area,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
NP,Nepal Preference Program,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
S,United States-Mexico-Canada Agreement,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
S+,United States-Mexico-Canada Agreement,2025_rev_24,reststop General+Note+3 @ 2025HTSRev24,NA
A,Generalized System of Preferences,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
A*,Generalized System of Preferences,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
A+,Generalized System of Preferences,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
AU,United States-Australia Free Trade Agreement,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
B,Automotive Products Trade Act,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
CL,United States-Chile Free Trade Agreement,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
D,African Growth and Opportunity Act,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
IL,United States-Israel Free Trade Area,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
NP,Nepal Preference Program,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
S,United States-Mexico-Canada Agreement,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
S+,United States-Mexico-Canada Agreement,2025_rev_25,reststop General+Note+3 @ 2025HTSRev25,NA
A,Generalized System of Preferences,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
A*,Generalized System of Preferences,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
A+,Generalized System of Preferences,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
AU,United States-Australia Free Trade Agreement,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
B,Automotive Products Trade Act,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
CL,United States-Chile Free Trade Agreement,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
D,African Growth and Opportunity Act,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
IL,United States-Israel Free Trade Area,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
NP,Nepal Preference Program,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
S,United States-Mexico-Canada Agreement,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
S+,United States-Mexico-Canada Agreement,2025_rev_26,reststop General+Note+3 @ 2025HTSRev26,NA
A,Generalized System of Preferences,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
A*,Generalized System of Preferences,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
A+,Generalized System of Preferences,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
AU,United States-Australia Free Trade Agreement,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
B,Automotive Products Trade Act,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
CL,United States-Chile Free Trade Agreement,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
D,African Growth and Opportunity Act,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
IL,United States-Israel Free Trade Area,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_27,reststop General+Note+3 @ 2025HTSRev27,NA
